person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,emp_length_age_ratio,emp_length_cred_hist_ratio,income_emp_length_product,cred_hist_age_ratio,emp_start,interest_income_ratio,parent_dependency
23,39600,5.0,2,19000,10.62,1,0.48,0,2,0,0,1,1,0,0,0,0,0.21739130434782608,2.5,198000.0,0.08695652173913043,18.0,5.095454545454545,0
22,39900,4.0,2,19000,12.18,1,0.48,0,3,0,0,1,0,0,0,0,1,0.18181818181818182,1.3333333333333333,159600.0,0.13636363636363635,18.0,5.8,0
25,47000,4.0,2,19000,11.99,1,0.4,0,2,0,0,1,0,0,1,0,0,0.16,2.0,188000.0,0.08,21.0,4.847021276595744,0
25,50000,2.0,2,19000,10.99,1,0.38,0,4,0,0,1,0,1,0,0,0,0.08,0.5,100000.0,0.16,23.0,4.1762,0
25,52000,5.0,2,19000,10.99,1,0.37,0,4,0,0,1,0,0,1,0,0,0.2,1.25,260000.0,0.16,20.0,4.015576923076923,0
24,23500,2.0,2,7000,10.38,0,0.3,0,3,0,0,0,0,0,0,0,0,0.08333333333333333,0.6666666666666666,47000.0,0.125,22.0,3.0919148936170213,0
26,47500,10.0,5,19000,16.7,1,0.4,1,4,0,0,1,0,0,0,1,0,0.38461538461538464,2.5,475000.0,0.15384615384615385,16.0,6.68,0
25,54000,8.0,3,19000,10.99,1,0.35,1,4,0,0,1,0,0,0,0,0,0.32,2.0,432000.0,0.16,17.0,3.8668518518518518,0
22,54000,6.0,1,19000,10.99,1,0.35,0,4,0,0,1,0,0,0,0,1,0.2727272727272727,1.5,324000.0,0.18181818181818182,16.0,3.8668518518518518,0
23,54586,5.0,2,19000,11.14,1,0.35,0,2,0,0,1,0,0,0,1,0,0.21739130434782608,2.5,272930.0,0.08695652173913043,18.0,3.877551020408163,0
26,62004,5.0,1,19000,7.49,1,0.31,0,2,0,0,1,0,0,1,0,0,0.19230769230769232,2.5,310020.0,0.07692307692307693,21.0,2.2951745048706536,0
22,70000,1.0,2,19000,8.88,0,0.27,0,4,0,0,1,0,0,1,0,0,0.045454545454545456,0.25,70000.0,0.18181818181818182,21.0,2.4102857142857146,0
23,72000,3.0,2,19000,10.99,0,0.26,0,4,0,0,1,0,0,1,0,0,0.13043478260869565,0.75,216000.0,0.17391304347826086,20.0,2.900138888888889,0
24,73000,8.0,2,19000,10.62,0,0.26,0,3,0,0,1,0,1,0,0,0,0.3333333333333333,2.6666666666666665,584000.0,0.125,16.0,2.7641095890410954,0
23,78000,2.0,1,19000,8.9,0,0.24,0,2,0,0,1,0,0,0,0,1,0.08695652173913043,1.0,156000.0,0.08695652173913043,21.0,2.167948717948718,0
25,23920,0.0,4,6000,14.59,1,0.25,1,2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.08,25.0,3.6596989966555182,0
22,23964,4.0,2,2500,9.91,0,0.1,0,2,0,1,0,0,0,0,0,1,0.18181818181818182,2.0,95856.0,0.09090909090909091,18.0,1.033842430312135,0
26,96000,6.0,3,19000,13.22,0,0.2,1,2,0,0,1,0,0,0,1,0,0.23076923076923078,3.0,576000.0,0.07692307692307693,20.0,2.6164583333333336,0
24,105000,2.0,3,19000,12.29,0,0.18,1,2,0,0,1,0,1,0,0,0,0.08333333333333333,1.0,210000.0,0.08333333333333333,22.0,2.2239047619047616,0
24,175000,1.0,2,19000,11.48,0,0.11,0,3,0,0,1,0,0,0,1,0,0.041666666666666664,0.3333333333333333,175000.0,0.125,23.0,1.2464,0
26,50000,10.0,2,18950,10.99,1,0.38,0,3,0,0,1,0,0,0,1,0,0.38461538461538464,3.3333333333333335,500000.0,0.11538461538461539,16.0,4.16521,0
26,55000,7.0,1,18800,6.99,1,0.34,0,2,0,0,1,0,0,0,0,0,0.2692307692307692,3.5,385000.0,0.07692307692307693,19.0,2.389309090909091,0
22,70000,2.0,2,18750,10.38,0,0.27,0,2,0,0,1,0,0,0,0,0,0.09090909090909091,1.0,140000.0,0.09090909090909091,20.0,2.7803571428571434,0
22,36500,0.0,1,18725,6.54,1,0.51,0,3,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.13636363636363635,22.0,3.355109589041096,0
22,43000,4.0,2,18550,11.83,1,0.43,0,4,0,0,1,0,0,0,0,0,0.18181818181818182,1.0,172000.0,0.18181818181818182,18.0,5.103406976744186,0
24,24000,0.0,2,7100,12.42,0,0.3,0,3,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.125,24.0,3.67425,0
24,34300,4.0,2,18500,10.71,1,0.54,0,2,0,0,1,0,0,1,0,0,0.16666666666666666,2.0,137200.0,0.08333333333333333,20.0,5.7765306122448985,0
21,36000,3.0,3,18500,10.91,1,0.51,0,3,0,0,1,1,0,0,0,0,0.14285714285714285,1.0,108000.0,0.14285714285714285,18.0,5.606527777777778,0
22,38000,2.0,1,18500,7.66,1,0.49,0,4,0,0,1,0,0,1,0,0,0.09090909090909091,0.5,76000.0,0.18181818181818182,20.0,3.7292105263157893,0
25,55784,2.0,3,18500,13.61,1,0.33,0,3,0,0,1,0,0,0,0,0,0.08,0.6666666666666666,111568.0,0.12,23.0,4.513570199340313,0
23,74196,2.0,2,18500,11.26,0,0.25,0,3,0,0,1,1,0,0,0,0,0.08695652173913043,0.6666666666666666,148392.0,0.13043478260869565,21.0,2.807563750067389,0
25,75000,0.0,1,18500,7.49,0,0.25,0,3,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.12,25.0,1.8475333333333332,0
24,73000,0.0,1,18500,7.9,1,0.25,0,2,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.08333333333333333,24.0,2.002054794520548,0
22,24000,5.0,2,8000,9.91,0,0.33,0,2,0,1,0,0,0,1,0,0,0.22727272727272727,2.5,120000.0,0.09090909090909091,17.0,3.3033333333333332,0
21,24000,0.0,1,3000,7.9,0,0.13,0,4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.19047619047619047,21.0,0.9875,1
24,78000,1.0,6,18500,15.33,1,0.24,0,2,0,0,1,0,0,0,0,1,0.041666666666666664,0.5,78000.0,0.08333333333333333,23.0,3.6359615384615385,0
26,145000,3.0,3,18500,12.87,0,0.13,1,3,0,0,1,1,0,0,0,0,0.11538461538461539,1.0,435000.0,0.11538461538461539,23.0,1.6420344827586206,0
22,24000,5.0,1,5000,7.9,0,0.21,0,2,0,0,0,1,0,0,0,0,0.22727272727272727,2.5,120000.0,0.09090909090909091,17.0,1.6458333333333333,0
22,48888,1.0,3,18400,13.16,1,0.38,0,2,0,0,1,0,0,0,1,0,0.045454545454545456,0.5,48888.0,0.09090909090909091,21.0,4.953035509736541,0
22,50000,2.0,2,18400,9.99,1,0.37,0,2,0,0,1,0,0,0,0,0,0.09090909090909091,1.0,100000.0,0.09090909090909091,20.0,3.67632,0
23,120000,7.0,1,18400,8.9,0,0.15,0,2,0,0,1,0,0,0,1,0,0.30434782608695654,3.5,840000.0,0.08695652173913043,16.0,1.3646666666666667,0
22,24000,1.0,3,5000,14.65,1,0.21,0,4,0,0,0,0,0,0,0,1,0.045454545454545456,0.25,24000.0,0.18181818181818182,21.0,3.0520833333333335,0
25,24000,0.0,3,6000,13.49,0,0.25,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.12,25.0,3.3725,0
22,34000,0.0,2,18250,10.25,1,0.54,0,3,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.13636363636363635,22.0,5.501838235294118,0
24,35004,3.0,2,18250,11.49,1,0.52,0,4,0,0,1,0,0,0,1,0,0.125,0.75,105012.0,0.16666666666666666,21.0,5.990529653753857,0
25,34500,1.0,5,18250,17.04,1,0.53,0,3,0,0,1,0,0,0,0,1,0.04,0.3333333333333333,34500.0,0.12,24.0,9.013913043478261,0
23,42504,0.0,2,18250,10.25,1,0.43,0,3,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.13043478260869565,23.0,4.401056371165067,0
22,24000,4.0,1,1300,5.42,0,0.05,0,3,0,0,0,0,0,0,0,1,0.18181818181818182,1.3333333333333333,96000.0,0.13636363636363635,18.0,0.2935833333333333,0
22,36996,2.0,4,18250,14.61,1,0.49,1,2,0,0,1,0,0,0,1,0,0.09090909090909091,1.0,73992.0,0.09090909090909091,20.0,7.2070629257217,0
24,45600,2.0,3,18250,13.35,1,0.4,0,4,0,0,1,0,0,0,0,1,0.08333333333333333,0.5,91200.0,0.16666666666666666,22.0,5.342927631578948,0
25,24000,4.0,1,5800,5.99,0,0.24,0,3,0,0,0,0,0,0,0,0,0.16,1.3333333333333333,96000.0,0.12,21.0,1.4475833333333334,0
23,46000,6.0,2,18250,10.75,1,0.4,0,2,0,0,1,0,0,0,1,0,0.2608695652173913,3.0,276000.0,0.08695652173913043,17.0,4.264945652173913,0
25,46000,8.0,3,18250,14.26,1,0.4,0,3,0,0,1,0,0,0,0,0,0.32,2.6666666666666665,368000.0,0.12,17.0,5.6575,0
25,55044,4.0,5,18250,17.56,1,0.33,0,2,0,0,1,0,0,0,0,1,0.16,2.0,220176.0,0.08,21.0,5.8220696170336455,0
25,49200,4.0,4,18250,14.83,1,0.37,0,3,0,0,1,0,0,0,0,1,0.16,1.3333333333333333,196800.0,0.12,21.0,5.5009654471544716,0
22,50000,6.0,5,18250,16.7,1,0.36,1,3,0,0,1,0,0,0,0,0,0.2727272727272727,2.0,300000.0,0.13636363636363635,16.0,6.0955,0
23,50000,4.0,2,18225,10.74,1,0.36,0,2,0,0,1,0,0,0,0,1,0.17391304347826086,2.0,200000.0,0.08695652173913043,19.0,3.91473,0
26,44000,0.0,4,18225,14.91,1,0.41,0,4,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.15384615384615385,26.0,6.175789772727272,0
24,36000,4.0,2,18200,8.88,1,0.51,0,4,0,0,1,0,0,0,0,1,0.16666666666666666,1.0,144000.0,0.16666666666666666,20.0,4.489333333333334,0
25,36400,2.0,2,18200,9.91,1,0.5,0,4,0,0,1,0,0,0,1,0,0.08,0.5,72800.0,0.16,23.0,4.955,0
22,36000,6.0,2,18200,11.71,1,0.51,0,3,0,0,1,0,0,0,0,0,0.2727272727272727,2.0,216000.0,0.13636363636363635,16.0,5.920055555555557,0
24,55000,4.0,2,18200,10.99,1,0.33,0,2,0,0,1,1,0,0,0,0,0.16666666666666666,2.0,220000.0,0.08333333333333333,20.0,3.636690909090909,0
23,27000,2.0,3,18000,11.54,1,0.67,1,4,0,0,1,0,0,0,0,1,0.08695652173913043,0.5,54000.0,0.17391304347826086,21.0,7.6933333333333325,0
23,24000,2.0,4,8000,15.62,0,0.33,0,2,0,1,0,1,0,0,0,0,0.08695652173913043,1.0,48000.0,0.08695652173913043,21.0,5.206666666666667,0
23,33000,4.0,2,18000,9.91,1,0.55,0,4,0,0,1,0,0,0,0,1,0.17391304347826086,1.0,132000.0,0.17391304347826086,19.0,5.405454545454545,0
21,36000,4.0,2,18000,9.88,1,0.5,0,3,0,0,1,0,0,0,1,0,0.19047619047619047,1.3333333333333333,144000.0,0.14285714285714285,17.0,4.94,0
21,30720,5.0,3,18000,13.48,1,0.59,1,4,0,0,1,1,0,0,0,0,0.23809523809523808,1.25,153600.0,0.19047619047619047,16.0,7.8984375,1
23,39996,2.0,2,18000,9.25,1,0.45,0,4,0,0,1,1,0,0,0,0,0.08695652173913043,0.5,79992.0,0.17391304347826086,21.0,4.162916291629163,0
25,40000,2.0,3,18000,13.11,1,0.45,1,3,0,0,1,0,0,1,0,0,0.08,0.6666666666666666,80000.0,0.12,23.0,5.8995,0
22,24000,2.0,2,5000,10.99,0,0.21,0,4,0,0,0,0,0,0,0,0,0.09090909090909091,0.5,48000.0,0.18181818181818182,20.0,2.2895833333333333,0
25,42000,3.0,1,18000,6.17,1,0.43,0,2,0,0,1,0,0,0,0,1,0.12,1.5,126000.0,0.08,22.0,2.644285714285714,0
24,24000,3.0,1,8000,5.99,0,0.33,0,4,0,0,0,0,0,1,0,0,0.125,0.75,72000.0,0.16666666666666666,21.0,1.9966666666666666,0
24,24000,1.0,1,2400,7.49,0,0.1,0,2,0,1,0,1,0,0,0,0,0.041666666666666664,0.5,24000.0,0.08333333333333333,23.0,0.749,0
24,42765,9.0,3,18000,11.03,1,0.42,1,2,0,0,1,0,0,0,0,0,0.375,4.5,384885.0,0.08333333333333333,15.0,4.642581550333216,0
24,43000,9.0,1,18000,7.9,1,0.42,0,2,0,0,1,0,0,1,0,0,0.375,4.5,387000.0,0.08333333333333333,15.0,3.3069767441860467,0
22,44000,7.0,3,18000,13.57,1,0.41,1,4,0,0,1,1,0,0,0,0,0.3181818181818182,1.75,308000.0,0.18181818181818182,15.0,5.551363636363637,0
24,44000,6.0,2,18000,12.18,1,0.41,0,2,0,0,1,0,0,0,0,1,0.25,3.0,264000.0,0.08333333333333333,18.0,4.9827272727272724,0
25,39000,3.0,5,18000,17.19,1,0.46,0,3,0,0,1,0,0,1,0,0,0.12,1.0,117000.0,0.12,22.0,7.9338461538461535,0
22,46800,6.0,3,18000,15.23,1,0.38,1,2,0,0,1,0,0,1,0,0,0.2727272727272727,3.0,280800.0,0.09090909090909091,16.0,5.857692307692307,0
22,48000,5.0,2,18000,10.99,1,0.38,0,2,0,0,1,1,0,0,0,0,0.22727272727272727,2.5,240000.0,0.09090909090909091,17.0,4.12125,0
24,42000,8.0,4,18000,14.46,1,0.43,1,3,0,0,1,0,1,0,0,0,0.3333333333333333,2.6666666666666665,336000.0,0.125,16.0,6.1971428571428575,0
24,24000,5.0,1,4200,6.99,0,0.17,0,3,0,1,0,0,0,0,0,1,0.20833333333333334,1.6666666666666667,120000.0,0.125,19.0,1.22325,0
24,43400,2.0,5,18000,16.63,1,0.41,1,2,0,0,1,0,0,0,0,0,0.08333333333333333,1.0,86800.0,0.08333333333333333,22.0,6.897235023041475,0
24,50000,1.0,2,18000,12.42,1,0.36,0,4,0,0,1,0,0,1,0,0,0.041666666666666664,0.25,50000.0,0.16666666666666666,23.0,4.4712,0
24,50000,4.0,1,18000,7.9,1,0.36,0,4,0,0,1,0,0,0,0,1,0.16666666666666666,1.0,200000.0,0.16666666666666666,20.0,2.844,0
23,24000,2.0,4,5000,15.99,1,0.21,1,2,0,0,0,0,0,1,0,0,0.08695652173913043,1.0,48000.0,0.08695652173913043,21.0,3.33125,0
23,24000,4.0,2,4200,10.99,0,0.17,0,4,0,1,0,0,0,0,1,0,0.17391304347826086,1.0,96000.0,0.17391304347826086,19.0,1.92325,0
26,50000,5.0,3,18000,13.11,1,0.36,0,3,0,0,1,1,0,0,0,0,0.19230769230769232,1.6666666666666667,250000.0,0.11538461538461539,21.0,4.7196,0
22,50000,6.0,3,18000,13.79,1,0.36,0,2,0,0,1,0,0,0,0,1,0.2727272727272727,3.0,300000.0,0.09090909090909091,16.0,4.9643999999999995,0
22,24000,3.0,2,2500,10.59,0,0.1,0,2,0,1,0,1,0,0,0,0,0.13636363636363635,1.5,72000.0,0.09090909090909091,19.0,1.103125,0
22,52000,6.0,3,18000,10.99,1,0.35,0,4,0,0,1,1,0,0,0,0,0.2727272727272727,1.5,312000.0,0.18181818181818182,16.0,3.8042307692307693,0
22,24000,1.0,3,6000,12.68,0,0.25,1,4,0,1,0,0,0,1,0,0,0.045454545454545456,0.25,24000.0,0.18181818181818182,21.0,3.17,0
25,52000,2.0,3,18000,12.98,1,0.35,0,4,0,0,1,0,0,0,0,1,0.08,0.5,104000.0,0.16,23.0,4.493076923076923,0
22,52000,1.0,3,18000,13.85,1,0.35,1,4,0,0,1,0,0,0,0,1,0.045454545454545456,0.25,52000.0,0.18181818181818182,21.0,4.7942307692307695,0
25,52526,9.0,2,18000,12.21,1,0.34,0,2,0,0,1,0,0,0,0,1,0.36,4.5,472734.0,0.08,16.0,4.184213532345886,0
22,46610,6.0,2,18000,10.71,1,0.39,0,3,0,0,1,0,0,0,0,0,0.2727272727272727,2.0,279660.0,0.13636363636363635,16.0,4.136022312808411,0
24,48000,5.0,1,18000,6.54,1,0.38,0,2,0,0,1,0,0,0,1,0,0.20833333333333334,2.5,240000.0,0.08333333333333333,19.0,2.4525,0
23,24000,0.0,1,8000,5.79,0,0.33,0,3,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.13043478260869565,23.0,1.93,0
25,55000,2.0,3,18000,12.84,1,0.33,0,2,0,0,1,1,0,0,0,0,0.08,1.0,110000.0,0.08,23.0,4.202181818181818,0
25,55344,2.0,2,18000,10.99,1,0.33,0,4,0,0,1,0,1,0,0,0,0.08,0.5,110688.0,0.16,23.0,3.574371205550737,0
23,24000,5.0,2,1375,11.11,1,0.06,0,4,0,0,0,0,0,1,0,0,0.21739130434782608,1.25,120000.0,0.17391304347826086,18.0,0.6365104166666666,0
24,56000,2.0,3,18000,13.48,1,0.32,0,3,0,0,1,1,0,0,0,0,0.08333333333333333,0.6666666666666666,112000.0,0.125,22.0,4.332857142857143,0
21,50000,2.0,4,18000,14.74,1,0.36,0,2,0,0,1,1,0,0,0,0,0.09523809523809523,1.0,100000.0,0.09523809523809523,19.0,5.3064,0
25,58000,6.0,3,18000,10.99,1,0.31,0,4,0,0,1,0,0,0,0,1,0.24,1.5,348000.0,0.16,19.0,3.4106896551724137,0
21,52240,5.0,5,18000,19.69,1,0.34,0,2,0,0,1,0,0,1,0,0,0.23809523809523808,2.5,261200.0,0.09523809523809523,16.0,6.784456355283308,0
26,53000,2.0,5,18000,17.19,1,0.34,1,3,0,0,1,0,0,0,0,1,0.07692307692307693,0.6666666666666666,106000.0,0.11538461538461539,24.0,5.83811320754717,0
22,60000,3.0,4,18000,16.32,0,0.3,0,4,0,0,1,1,0,0,0,0,0.13636363636363635,0.75,180000.0,0.18181818181818182,19.0,4.896,0
22,60000,0.0,2,18000,9.33,0,0.3,0,3,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.13636363636363635,22.0,2.799,0
25,61500,1.0,3,18000,13.23,0,0.29,1,2,0,0,1,1,0,0,0,0,0.04,0.5,61500.0,0.08,24.0,3.8721951219512194,0
26,24000,10.0,1,5000,7.66,1,0.21,0,3,0,0,0,0,0,1,0,0,0.38461538461538464,3.3333333333333335,240000.0,0.11538461538461539,16.0,1.5958333333333334,0
22,62000,0.0,3,18000,13.85,0,0.29,1,4,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.18181818181818182,22.0,4.0209677419354835,0
23,24000,1.0,2,5600,9.63,0,0.23,0,3,0,0,0,1,0,0,0,0,0.043478260869565216,0.3333333333333333,24000.0,0.13043478260869565,22.0,2.2470000000000003,0
24,24000,2.0,1,10000,6.92,0,0.42,0,4,0,1,0,0,0,0,0,1,0.08333333333333333,0.5,48000.0,0.16666666666666666,22.0,2.8833333333333333,0
22,63000,0.0,2,18000,9.63,0,0.29,0,4,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.18181818181818182,22.0,2.7514285714285713,0
23,63000,1.0,2,18000,10.99,0,0.29,0,3,0,0,1,1,0,0,0,0,0.043478260869565216,0.3333333333333333,63000.0,0.13043478260869565,22.0,3.14,0
23,63000,2.0,3,18000,13.57,0,0.29,1,3,0,0,1,1,0,0,0,0,0.08695652173913043,0.6666666666666666,126000.0,0.13043478260869565,21.0,3.8771428571428572,0
25,65000,8.0,1,18000,10.99,0,0.28,0,3,0,0,1,0,0,0,0,1,0.32,2.6666666666666665,520000.0,0.12,17.0,3.0433846153846154,0
25,65000,9.0,3,18000,13.99,0,0.28,0,3,0,0,1,0,1,0,0,0,0.36,3.0,585000.0,0.12,16.0,3.8741538461538463,0
24,59000,1.0,4,18000,14.96,1,0.31,1,4,0,0,1,0,1,0,0,0,0.041666666666666664,0.25,59000.0,0.16666666666666666,23.0,4.5640677966101695,0
25,65000,8.0,3,18000,10.99,0,0.28,0,3,0,0,1,0,1,0,0,0,0.32,2.6666666666666665,520000.0,0.12,17.0,3.0433846153846154,0
26,59000,2.0,5,18000,16.0,1,0.31,0,4,0,0,1,0,0,0,0,1,0.07692307692307693,0.5,118000.0,0.15384615384615385,24.0,4.88135593220339,0
26,60000,2.0,4,18000,16.29,1,0.3,1,2,0,0,1,0,1,0,0,0,0.07692307692307693,1.0,120000.0,0.07692307692307693,24.0,4.887,0
25,66000,9.0,2,18000,10.25,0,0.27,0,3,0,0,1,1,0,0,0,0,0.36,3.0,594000.0,0.12,16.0,2.7954545454545454,0
21,68000,4.0,2,18000,10.65,0,0.26,0,2,0,0,1,1,0,0,0,0,0.19047619047619047,2.0,272000.0,0.09523809523809523,17.0,2.8191176470588237,0
24,70000,1.0,2,18000,9.88,0,0.26,0,2,0,0,1,0,1,0,0,0,0.041666666666666664,0.5,70000.0,0.08333333333333333,23.0,2.5405714285714285,0
25,54400,10.0,5,18000,16.0,1,0.28,1,2,0,0,1,0,0,1,0,0,0.4,5.0,544000.0,0.08,15.0,5.294117647058823,0
25,70200,9.0,5,18000,16.45,0,0.26,0,2,0,0,1,1,0,0,0,0,0.36,4.5,631800.0,0.08,16.0,4.217948717948718,0
25,65000,3.0,4,18000,15.33,1,0.28,0,4,0,0,1,0,0,0,1,0,0.12,0.75,195000.0,0.16,22.0,4.245230769230769,0
26,71820,10.0,2,18000,11.83,0,0.25,0,2,0,0,1,0,0,0,0,0,0.38461538461538464,5.0,718200.0,0.07692307692307693,16.0,2.9649122807017543,0
24,66000,2.0,4,18000,14.54,1,0.27,1,4,0,0,1,0,0,0,1,0,0.08333333333333333,0.5,132000.0,0.16666666666666666,22.0,3.965454545454545,0
24,72000,4.0,1,18000,7.88,0,0.25,0,2,0,0,1,0,0,0,0,1,0.16666666666666666,2.0,288000.0,0.08333333333333333,20.0,1.97,0
24,24000,3.0,3,3000,13.98,0,0.13,0,2,0,1,0,1,0,0,0,0,0.125,1.5,72000.0,0.08333333333333333,21.0,1.7475,0
23,73500,7.0,1,18000,10.99,0,0.24,0,2,0,0,1,1,0,0,0,0,0.30434782608695654,3.5,514500.0,0.08695652173913043,16.0,2.6914285714285713,0
25,24000,0.0,4,1200,15.21,0,0.05,1,4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.16,25.0,0.7605,0
23,75000,7.0,3,18000,12.73,0,0.24,1,4,0,0,1,1,0,0,0,0,0.30434782608695654,1.75,525000.0,0.17391304347826086,16.0,3.0552,0
25,24000,2.0,4,3500,15.58,1,0.15,1,2,0,0,0,0,0,0,1,0,0.08,1.0,48000.0,0.08,23.0,2.2720833333333332,0
23,75576,7.0,2,18000,9.88,0,0.24,0,3,0,0,1,1,0,0,0,0,0.30434782608695654,2.3333333333333335,529032.0,0.13043478260869565,16.0,2.3531279771355984,0
21,24000,2.0,2,7000,11.86,0,0.29,0,2,0,1,0,0,0,1,0,0,0.09523809523809523,1.0,48000.0,0.09523809523809523,19.0,3.4591666666666665,0
26,78000,6.0,3,18000,13.49,0,0.23,0,2,0,0,1,1,0,0,0,0,0.23076923076923078,3.0,468000.0,0.07692307692307693,20.0,3.1130769230769233,0
21,80000,6.0,1,18000,7.9,0,0.23,0,2,0,0,1,0,0,0,0,1,0.2857142857142857,3.0,480000.0,0.09523809523809523,15.0,1.7775,0
23,80000,5.0,1,18000,8.49,0,0.23,0,3,0,0,1,0,0,0,0,1,0.21739130434782608,1.6666666666666667,400000.0,0.13043478260869565,18.0,1.91025,0
22,80000,1.0,2,18000,10.99,0,0.23,0,4,0,0,1,1,0,0,0,0,0.045454545454545456,0.25,80000.0,0.18181818181818182,21.0,2.47275,0
26,80171,3.0,3,18000,13.85,0,0.22,0,3,0,0,1,0,1,0,0,0,0.11538461538461539,1.0,240513.0,0.11538461538461539,23.0,3.109603223110601,0
23,81000,7.0,3,18000,13.98,0,0.22,0,2,0,0,1,0,0,1,0,0,0.30434782608695654,3.5,567000.0,0.08695652173913043,16.0,3.1066666666666665,0
23,24000,1.0,4,2800,16.07,1,0.12,0,3,0,0,0,0,0,0,0,0,0.043478260869565216,0.3333333333333333,24000.0,0.13043478260869565,22.0,1.8748333333333334,0
23,82000,7.0,1,18000,10.99,0,0.22,0,2,0,0,1,0,0,1,0,0,0.30434782608695654,3.5,574000.0,0.08695652173913043,16.0,2.412439024390244,0
23,76500,3.0,2,18000,10.65,1,0.24,0,4,0,0,1,0,0,0,0,0,0.13043478260869565,0.75,229500.0,0.17391304347826086,20.0,2.5058823529411764,0
24,24000,4.0,4,8500,15.7,0,0.35,0,2,0,0,0,1,0,0,0,0,0.16666666666666666,2.0,96000.0,0.08333333333333333,20.0,5.560416666666667,0
26,24000,5.0,3,2100,13.11,0,0.09,0,3,0,0,0,0,0,0,1,0,0.19230769230769232,1.6666666666666667,120000.0,0.11538461538461539,21.0,1.147125,0
22,82570,6.0,3,18000,15.27,0,0.22,0,2,0,0,1,0,0,0,0,1,0.2727272727272727,3.0,495420.0,0.09090909090909091,16.0,3.3288119171611967,0
26,24000,1.0,2,6000,10.99,0,0.25,0,4,0,0,0,0,1,0,0,0,0.038461538461538464,0.25,24000.0,0.15384615384615385,25.0,2.7475,0
25,84000,5.0,2,18000,9.88,0,0.21,0,3,0,0,1,0,1,0,0,0,0.2,1.6666666666666667,420000.0,0.12,20.0,2.117142857142857,0
22,24000,6.0,1,2500,7.14,0,0.1,0,2,0,0,0,0,0,1,0,0,0.2727272727272727,3.0,144000.0,0.09090909090909091,16.0,0.74375,0
25,85000,0.0,2,18000,11.71,0,0.21,0,4,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.16,25.0,2.4797647058823533,0
26,86000,10.0,1,18000,8.49,0,0.21,0,2,0,0,1,0,0,0,0,1,0.38461538461538464,5.0,860000.0,0.07692307692307693,16.0,1.7769767441860465,0
23,87000,2.0,2,18000,11.89,0,0.21,0,2,0,0,1,1,0,0,0,0,0.08695652173913043,1.0,174000.0,0.08695652173913043,21.0,2.46,0
23,88000,1.0,3,18000,13.16,0,0.2,0,4,0,0,1,1,0,0,0,0,0.043478260869565216,0.25,88000.0,0.17391304347826086,22.0,2.691818181818182,0
23,90000,4.0,2,18000,8.88,0,0.2,0,4,0,0,1,0,0,0,1,0,0.17391304347826086,1.0,360000.0,0.17391304347826086,19.0,1.776,0
24,95000,3.0,1,18000,8.49,0,0.19,0,4,0,0,1,0,0,0,0,0,0.125,0.75,285000.0,0.16666666666666666,21.0,1.6086315789473684,0
26,95000,9.0,4,18000,15.31,0,0.19,0,3,0,0,1,0,1,0,0,0,0.34615384615384615,3.0,855000.0,0.11538461538461539,17.0,2.900842105263158,0
24,102000,8.0,3,18000,12.53,0,0.18,1,3,0,0,1,1,0,0,0,0,0.3333333333333333,2.6666666666666665,816000.0,0.125,16.0,2.211176470588235,0
24,110000,4.0,2,18000,12.18,0,0.16,0,4,0,0,1,0,0,0,0,0,0.16666666666666666,1.0,440000.0,0.16666666666666666,20.0,1.993090909090909,0
23,87550,7.0,1,18000,7.51,1,0.17,0,3,0,0,1,0,0,1,0,0,0.30434782608695654,2.3333333333333335,612850.0,0.13043478260869565,16.0,1.5440319817247288,0
26,116004,6.0,2,18000,11.83,0,0.16,0,4,0,0,1,0,0,0,0,1,0.23076923076923078,1.5,696024.0,0.15384615384615385,20.0,1.835626357711803,0
24,121000,8.0,6,18000,18.3,0,0.15,0,3,0,0,1,0,0,0,1,0,0.3333333333333333,2.6666666666666665,968000.0,0.125,16.0,2.722314049586777,0
22,125000,3.0,3,18000,14.79,0,0.14,1,3,0,0,1,0,0,1,0,0,0.13636363636363635,1.0,375000.0,0.13636363636363635,19.0,2.12976,0
